id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
17979,172.16.0.1-192.168.10.50-33664-80-6,172.16.0.1,33664,192.168.10.50,80,6,2017-07-05 13:15:38.693582,83400021,18,2,5200,0,520,0,288.8888888888889,265.8811961337551,0,0,0.0,0.0,62.350104204410215,0.2398080930938854,4389474.7894736845,6079937.26407547,20776227,90,83400021,4905883.5882352935,6236570.746691116,20776227,594,31574794,31574794.0,0.0,31574794,31574794,10,0,0,0,0,0,624,80,0.2158272837844969,0.0239808093093885,0,520,259.99999999999994,266.75437154214006,71157.89473684209,0,8,0,10,14,0,0,0,0.1111111111111111,260.0,288.8888888888889,0.0,2600,5,1594,0,0,0,0,260,0,0,29200,28960,10,32,4517642.0,3918954.511465909,7008529,377,11641182.5,6049226.627585704,20776227,5399131,-1,-1,83400021,DoS Slowhttptest,-1
17980,172.16.0.1-192.168.10.50-33694-80-6,172.16.0.1,33694,192.168.10.50,80,6,2017-07-05 13:15:38.771619,83385834,18,2,5200,0,520,0,288.8888888888889,265.8811961337551,0,0,0.0,0.0,62.36071225239529,0.2398488932784434,4388728.105263158,6089127.149728777,20840094,108,83385834,4905049.058823529,6246721.428278472,20840094,496,31478758,31478758.0,0.0,31478758,31478758,10,0,0,0,0,0,624,80,0.215864003950599,0.0239848893278443,0,520,259.99999999999994,266.75437154214006,71157.89473684209,0,8,0,10,14,0,0,0,0.1111111111111111,260.0,288.8888888888889,0.0,2600,5,1594,0,0,0,0,260,0,0,29200,28960,10,32,4518278.0,3919576.772404388,7010520,364,11638500.0,6086458.17519102,20840094,5303271,-1,-1,83385834,DoS Slowhttptest,-1
17996,172.16.0.1-192.168.10.50-34088-80-6,172.16.0.1,34088,192.168.10.50,80,6,2017-07-05 13:15:39.796181,83385227,18,2,5200,0,520,0,288.8888888888889,265.8811961337551,0,0,0.0,0.0,62.36116620513607,0.2398506392505233,4388696.157894737,6089082.74337014,20839833,88,83385227,4905013.352941176,6246685.682634681,20839833,456,31479007,31479007.0,0.0,31479007,31479007,10,0,0,0,0,0,624,80,0.215865575325471,0.0239850639250523,0,520,259.99999999999994,266.75437154214006,71157.89473684209,0,8,0,10,14,0,0,0,0.1111111111111111,260.0,288.8888888888889,0.0,2600,5,1594,0,0,0,0,260,0,0,29200,28960,10,32,4518259.333333334,3919388.3000772367,7010191,549,11638408.166666666,6086420.907413138,20839833,5303148,-1,-1,83385227,DoS Slowhttptest,-1
17997,172.16.0.1-192.168.10.50-34046-80-6,172.16.0.1,34046,192.168.10.50,80,6,2017-07-05 13:15:39.687065,83430584,18,2,5200,0,520,0,288.8888888888889,265.8811961337551,0,0,0.0,0.0,62.32726358477846,0.2397202445568402,4391083.368421053,6081782.796378801,20776068,97,83430584,4907681.411764706,6238445.958459176,20776068,593,31575018,31575018.0,0.0,31575018,31575018,10,0,0,0,0,0,624,80,0.2157482201011562,0.023972024455684,0,520,259.99999999999994,266.75437154214006,71157.89473684209,0,8,0,10,14,0,0,0,0.1111111111111111,260.0,288.8888888888889,0.0,2600,5,1594,0,0,0,0,260,0,0,29200,28960,10,32,4519883.666666666,3920935.9583561593,7015028,549,11645155.5,6050565.366567219,20776068,5399130,-1,-1,83430584,DoS Slowhttptest,-1
18005,172.16.0.1-192.168.10.50-34442-80-6,172.16.0.1,34442,192.168.10.50,80,6,2017-07-05 13:15:40.714895,83426649,18,2,5200,0,520,0,288.8888888888889,265.8811961337551,0,0,0.0,0.0,62.33020338621056,0.2397315514854252,4390876.263157894,6081711.420722002,20775800,161,83426649,4907449.94117647,6238397.508694314,20775800,582,31574951,31574951.0,0.0,31574951,31574951,10,0,0,0,0,0,624,80,0.2157583963368827,0.0239731551485425,0,520,259.99999999999994,266.75437154214006,71157.89473684209,0,8,0,10,14,0,0,0,0.1111111111111111,260.0,288.8888888888889,0.0,2600,5,1594,0,0,0,0,260,0,0,29200,28960,10,32,4518800.666666666,3919735.381499284,7011426,724,11645041.166666668,6050472.761182465,20775800,5399051,-1,-1,83426649,DoS Slowhttptest,-1
18006,172.16.0.1-192.168.10.50-34482-80-6,172.16.0.1,34482,192.168.10.50,80,6,2017-07-05 13:15:40.818390,83387155,18,2,5200,0,520,0,288.8888888888889,265.8811961337551,0,0,0.0,0.0,62.35972434843232,0.2398450936478166,4388797.631578947,6089023.846873571,20840024,118,83387155,4905126.764705883,6246609.332330355,20840024,646,31479055,31479055.0,0.0,31479055,31479055,10,0,0,0,0,0,624,80,0.2158605842830349,0.0239845093647816,0,520,259.99999999999994,266.75437154214006,71157.89473684209,0,8,0,10,14,0,0,0,0.1111111111111111,260.0,288.8888888888889,0.0,2600,5,1594,0,0,0,0,260,0,0,29200,28960,10,32,4518925.333333334,3920036.2614522246,7011926,515,11638396.5,6086430.255435669,20840024,5303294,-1,-1,83387155,DoS Slowhttptest,-1
18017,172.16.0.1-192.168.10.50-34838-80-6,172.16.0.1,34838,192.168.10.50,80,6,2017-07-05 13:15:41.734919,83430643,18,2,5200,0,520,0,288.8888888888889,265.8811961337551,0,0,0.0,0.0,62.32721950854436,0.2397200750328629,4391086.473684211,6081764.875969396,20776019,74,83430643,4907684.882352942,6238424.53826584,20776019,599,31575042,31575042.0,0.0,31575042,31575042,10,0,0,0,0,0,624,80,0.2157480675295766,0.0239720075032862,0,520,259.99999999999994,266.75437154214006,71157.89473684209,0,8,0,10,14,0,0,0,0.1111111111111111,260.0,288.8888888888889,0.0,2600,5,1594,0,0,0,0,260,0,0,29200,28960,10,32,4519943.666666666,3921023.9340333454,7015344,522,11645135.333333332,6050526.648135075,20776019,5399124,-1,-1,83430643,DoS Slowhttptest,-1
18018,172.16.0.1-192.168.10.50-34880-80-6,172.16.0.1,34880,192.168.10.50,80,6,2017-07-05 13:15:41.843347,83386044,18,2,5200,0,520,0,288.8888888888889,265.8811961337551,0,0,0.0,0.0,62.36055520273872,0.2398482892413027,4388739.157894737,6089111.748051647,20839864,161,83386044,4905061.411764706,6246711.359956243,20839864,598,31478808,31478808.0,0.0,31478808,31478808,10,0,0,0,0,0,624,80,0.2158634603171725,0.0239848289241302,0,520,259.99999999999994,266.75437154214006,71157.89473684209,0,8,0,10,14,0,0,0,0.1111111111111111,260.0,288.8888888888889,0.0,2600,5,1594,0,0,0,0,260,0,0,29200,28960,10,32,4518390.666666666,3919555.752424544,7010789,513,11638478.666666666,6086467.067850894,20839864,5303252,-1,-1,83386044,DoS Slowhttptest,-1
18024,172.16.0.1-192.168.10.50-35236-80-6,172.16.0.1,35236,192.168.10.50,80,6,2017-07-05 13:15:42.762336,83427188,18,2,5200,0,520,0,288.8888888888889,265.8811961337551,0,0,0.0,0.0,62.32980068799634,0.2397300026461397,4390904.631578947,6081895.604408924,20776119,174,83427188,4907481.647058824,6238578.386139866,20776119,755,31574849,31574849.0,0.0,31574849,31574849,10,0,0,0,0,0,624,80,0.2157570023815258,0.0239730002646139,0,520,259.99999999999994,266.75437154214006,71157.89473684209,0,8,0,10,14,0,0,0,0.1111111111111111,260.0,288.8888888888889,0.0,2600,5,1594,0,0,0,0,260,0,0,29200,28960,10,32,4518682.333333334,3919946.957090278,7011767,385,11645190.166666668,6050506.363483156,20776119,5399336,-1,-1,83427188,DoS Slowhttptest,-1
18025,172.16.0.1-192.168.10.50-35278-80-6,172.16.0.1,35278,192.168.10.50,80,6,2017-07-05 13:15:42.870435,83382945,18,2,5200,0,520,0,288.8888888888889,265.8811961337551,0,0,0.0,0.0,62.3628728872553,0.2398572034125203,4388576.052631579,6088836.557763774,20840018,227,83382945,4904879.117647059,6246416.729260353,20840018,753,31478730,31478730.0,0.0,31478730,31478730,10,0,0,0,0,0,624,80,0.2158714830712683,0.023985720341252,0,520,259.99999999999994,266.75437154214006,71157.89473684209,0,8,0,10,14,0,0,0,0.1111111111111111,260.0,288.8888888888889,0.0,2600,5,1594,0,0,0,0,260,0,0,29200,28960,10,32,4519982.666666666,3921217.819292539,7015624,346,11637166.166666668,6087490.272748907,20840018,5303230,-1,-1,83382945,DoS Slowhttptest,-1
